seq,stamp_secs,stamp_nsecs,frame_id,GPS_INS_Time,GPS_IMU_Time,GPS_mSOW_data,LLH_x,LLH_y,LLH_z,YPR_x,YPR_y,YPR_z,OriQuat_x,OriQuat_y,OriQuat_z,OriQuat_w,Vel_ENU_x,Vel_ENU_y,Vel_ENU_z,Solution_Status_data,Pos_STD_x,Pos_STD_y,Pos_STD_z,Heading_STD,USW
0,1652992540,807979644,"""2003127""",259256.38,259256.385021,0,39.040000941,-77.389999463,-0.008,152.531,-0.054,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
1,1652992540,828956470,"""2003127""",259256.4,259256.405022,0,39.040000941,-77.389999463,-0.008,152.534,-0.054,0.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
2,1652992540,849956906,"""2003127""",259256.42,259256.425023,0,39.040000941,-77.389999464,-0.008,152.533,-0.056,0.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
3,1652992540,871068895,"""2003127""",259256.44,259256.445025,0,39.040000941,-77.389999464,-0.008,152.533,-0.059,0.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
4,1652992540,886952182,"""2003127""",259256.46,259256.465027,0,39.040000941,-77.389999464,-0.008,152.53,-0.054,0.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
5,1652992540,908029691,"""2003127""",259256.48,259256.485027,0,39.040000942,-77.389999464,-0.008,152.527,-0.054,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
6,1652992540,928928408,"""2003127""",259256.5,259256.505028,0,39.040000942,-77.389999465,-0.008,152.546,-0.051,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
7,1652992540,949970732,"""2003127""",259256.52,259256.524959,0,39.040000941,-77.389999466,-0.009,152.601,-0.054,0.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
8,1652992540,971035519,"""2003127""",259256.54,259256.54496,0,39.040000942,-77.389999466,-0.009,152.603,-0.056,0.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
9,1652992540,986923232,"""2003127""",259256.56,259256.564962,0,39.040000942,-77.389999466,-0.009,152.603,-0.049,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
10,1652992541,7968167,"""2003127""",259256.58,259256.584963,0,39.040000942,-77.389999467,-0.009,152.607,-0.05,0.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
11,1652992541,28895568,"""2003127""",259256.6,259256.604964,0,39.040000941,-77.389999468,-0.009,152.716,-0.046,0.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
12,1652992541,49957855,"""2003127""",259256.62,259256.624965,0,39.040000939,-77.389999471,-0.009,152.97,-0.044,0.175,0.0,0.0,0.0,0.0,-0.01,-0.01,0.0,0,0.0,0.0,0.0,0.0,0
13,1652992541,71231766,"""2003127""",259256.64,259256.644966,0,39.040000937,-77.389999476,-0.009,153.276,-0.041,0.177,0.0,0.0,0.0,0.0,-0.01,-0.01,0.0,0,0.0,0.0,0.0,0.0,0
14,1652992541,86991982,"""2003127""",259256.66,259256.664969,0,39.040000935,-77.38999948,-0.009,153.521,-0.037,0.192,0.0,0.0,0.0,0.0,-0.02,-0.01,0.0,0,0.0,0.0,0.0,0.0,0
15,1652992541,107951253,"""2003127""",259256.68,259256.684969,0,39.04000093,-77.389999486,-0.009,153.826,-0.036,0.226,0.0,0.0,0.0,0.0,-0.03,-0.03,0.0,0,0.0,0.0,0.0,0.0,0
16,1652992541,128879007,"""2003127""",259256.7,259256.70497,0,39.040000919,-77.389999495,-0.009,154.248,-0.02,0.33,0.0,0.0,0.0,0.0,-0.04,-0.07,0.0,0,0.0,0.0,0.0,0.0,0
17,1652992541,149916942,"""2003127""",259256.72,259256.724973,0,39.040000901,-77.389999509,-0.009,155.339,0.049,1.0,0.0,0.0,0.0,0.0,-0.07,-0.11,0.03,0,0.0,0.0,0.0,0.0,0
18,1652992541,170877509,"""2003127""",259256.74,259256.744972,0,39.040000879,-77.389999528,-0.007,157.574,0.366,2.577,0.0,0.0,0.0,0.0,-0.09,-0.12,0.08,0,0.0,0.0,0.0,0.0,0
19,1652992541,186970106,"""2003127""",259256.76,259256.764973,0,39.040000858,-77.389999552,-0.005,160.329,1.056,5.141,0.0,0.0,0.0,0.0,-0.12,-0.12,0.11,0,0.0,0.0,0.0,0.0,0
20,1652992541,207854453,"""2003127""",259256.78,259256.784974,0,39.040000835,-77.389999586,-0.003,163.224,1.959,8.107,0.0,0.0,0.0,0.0,-0.17,-0.13,0.12,0,0.0,0.0,0.0,0.0,0
21,1652992541,228916721,"""2003127""",259256.8,259256.804976,0,39.040000808,-77.389999633,0.0,166.32,3.093,10.784,0.0,0.0,0.0,0.0,-0.23,-0.16,0.13,0,0.0,0.0,0.0,0.0,0
22,1652992541,249960027,"""2003127""",259256.82,259256.824977,0,39.040000774,-77.389999696,0.001,169.383,4.696,12.642,0.0,0.0,0.0,0.0,-0.3,-0.2,0.15,0,0.0,0.0,0.0,0.0,0
23,1652992541,270965353,"""2003127""",259256.84,259256.844978,0,39.040000735,-77.389999772,0.005,172.278,6.675,13.923,0.0,0.0,0.0,0.0,-0.34,-0.21,0.22,0,0.0,0.0,0.0,0.0,0
24,1652992541,286845529,"""2003127""",259256.86,259256.864979,0,39.040000697,-77.389999854,0.01,175.122,8.894,15.232,0.0,0.0,0.0,0.0,-0.36,-0.2,0.3,0,0.0,0.0,0.0,0.0,0
25,1652992541,307890779,"""2003127""",259256.88,259256.88498,0,39.040000662,-77.389999942,0.017,178.063,11.403,16.909,0.0,0.0,0.0,0.0,-0.39,-0.18,0.39,0,0.0,0.0,0.0,0.0,0
26,1652992541,328837902,"""2003127""",259256.9,259256.904982,0,39.040000634,-77.390000035,0.026,180.698,13.638,18.727,0.0,0.0,0.0,0.0,-0.4,-0.13,0.46,0,0.0,0.0,0.0,0.0,0
27,1652992541,349876226,"""2003127""",259256.92,259256.924983,0,39.040000612,-77.39000013,0.036,183.031,15.893,20.671,0.0,0.0,0.0,0.0,-0.42,-0.1,0.51,0,0.0,0.0,0.0,0.0,0
28,1652992541,370824572,"""2003127""",259256.94,259256.944985,0,39.040000594,-77.390000234,0.046,185.395,18.375,22.236,0.0,0.0,0.0,0.0,-0.46,-0.08,0.55,0,0.0,0.0,0.0,0.0,0
29,1652992541,386965056,"""2003127""",259256.96,259256.964985,0,39.040000582,-77.390000343,0.058,187.887,20.853,23.855,0.0,0.0,0.0,0.0,-0.47,-0.04,0.61,0,0.0,0.0,0.0,0.0,0
30,1652992541,407874902,"""2003127""",259256.98,259256.984986,0,39.040000578,-77.390000453,0.071,190.395,23.328,25.867,0.0,0.0,0.0,0.0,-0.47,0.0,0.66,0,0.0,0.0,0.0,0.0,0
31,1652992541,428799322,"""2003127""",259257.0,259257.004987,0,39.040000582,-77.390000561,0.084,192.788,25.759,27.898,0.0,0.0,0.0,0.0,-0.45,0.04,0.67,0,0.0,0.0,0.0,0.0,0
32,1652992541,449904830,"""2003127""",259257.02,259257.024991,0,39.040000595,-77.390000663,0.098,195.034,28.06,29.767,0.0,0.0,0.0,0.0,-0.42,0.09,0.68,0,0.0,0.0,0.0,0.0,0
33,1652992541,470929007,"""2003127""",259257.04,259257.04499,0,39.040000615,-77.390000758,0.112,197.178,30.317,31.59,0.0,0.0,0.0,0.0,-0.39,0.13,0.71,0,0.0,0.0,0.0,0.0,0
34,1652992541,486796239,"""2003127""",259257.06,259257.064991,0,39.040000643,-77.390000845,0.126,199.229,32.812,33.448,0.0,0.0,0.0,0.0,-0.34,0.18,0.74,0,0.0,0.0,0.0,0.0,0
35,1652992541,507841230,"""2003127""",259257.08,259257.084992,0,39.040000681,-77.390000917,0.141,201.024,35.673,35.291,0.0,0.0,0.0,0.0,-0.28,0.23,0.76,0,0.0,0.0,0.0,0.0,0
36,1652992541,528772168,"""2003127""",259257.1,259257.104995,0,39.040000729,-77.390000975,0.157,202.676,38.892,37.241,0.0,0.0,0.0,0.0,-0.21,0.29,0.78,0,0.0,0.0,0.0,0.0,0
37,1652992541,549919972,"""2003127""",259257.12,259257.124995,0,39.040000787,-77.390001017,0.173,204.431,42.34,39.642,0.0,0.0,0.0,0.0,-0.14,0.34,0.79,0,0.0,0.0,0.0,0.0,0
38,1652992541,570895779,"""2003127""",259257.14,259257.144996,0,39.040000853,-77.390001043,0.189,206.245,45.794,42.482,0.0,0.0,0.0,0.0,-0.07,0.39,0.79,0,0.0,0.0,0.0,0.0,0
39,1652992541,586845639,"""2003127""",259257.16,259257.164997,0,39.040000928,-77.390001054,0.204,208.089,49.299,45.651,0.0,0.0,0.0,0.0,-0.02,0.44,0.78,0,0.0,0.0,0.0,0.0,0
40,1652992541,607867667,"""2003127""",259257.18,259257.185,0,39.040001011,-77.390001056,0.22,210.423,53.108,49.432,0.0,0.0,0.0,0.0,0.0,0.48,0.78,0,0.0,0.0,0.0,0.0,0
41,1652992541,628765088,"""2003127""",259257.2,259257.204999,0,39.040001101,-77.39000105,0.236,213.47,57.302,53.957,0.0,0.0,0.0,0.0,0.04,0.52,0.76,0,0.0,0.0,0.0,0.0,0
42,1652992541,649757154,"""2003127""",259257.22,259257.225001,0,39.040001198,-77.390001035,0.251,217.078,61.661,59.303,0.0,0.0,0.0,0.0,0.08,0.55,0.71,0,0.0,0.0,0.0,0.0,0
43,1652992541,670863070,"""2003127""",259257.24,259257.245004,0,39.0400013,-77.39000101,0.264,220.921,65.829,65.342,0.0,0.0,0.0,0.0,0.13,0.56,0.64,0,0.0,0.0,0.0,0.0,0
44,1652992541,686899594,"""2003127""",259257.26,259257.265005,0,39.040001402,-77.390000974,0.276,224.888,69.469,72.045,0.0,0.0,0.0,0.0,0.17,0.56,0.56,0,0.0,0.0,0.0,0.0,0
45,1652992541,707795940,"""2003127""",259257.28,259257.285004,0,39.040001501,-77.390000928,0.287,228.643,72.524,78.862,0.0,0.0,0.0,0.0,0.22,0.53,0.47,0,0.0,0.0,0.0,0.0,0
46,1652992541,728726675,"""2003127""",259257.3,259257.305006,0,39.040001594,-77.390000872,0.295,231.317,75.055,84.517,0.0,0.0,0.0,0.0,0.26,0.49,0.37,0,0.0,0.0,0.0,0.0,0
47,1652992541,749889293,"""2003127""",259257.32,259257.325006,0,39.040001679,-77.390000805,0.302,232.166,77.078,88.144,0.0,0.0,0.0,0.0,0.31,0.44,0.28,0,0.0,0.0,0.0,0.0,0
48,1652992541,770718900,"""2003127""",259257.34,259257.345007,0,39.040001753,-77.390000729,0.307,230.624,78.7,89.235,0.0,0.0,0.0,0.0,0.34,0.38,0.19,0,0.0,0.0,0.0,0.0,0
49,1652992541,786776868,"""2003127""",259257.36,259257.365009,0,39.040001814,-77.390000645,0.31,227.298,80.172,87.988,0.0,0.0,0.0,0.0,0.37,0.29,0.1,0,0.0,0.0,0.0,0.0,0
50,1652992541,807710380,"""2003127""",259257.38,259257.38501,0,39.040001859,-77.390000555,0.311,221.922,81.699,83.832,0.0,0.0,0.0,0.0,0.39,0.2,0.0,0,0.0,0.0,0.0,0.0,0
51,1652992541,828706706,"""2003127""",259257.4,259257.405011,0,39.040001891,-77.39000046,0.31,210.205,83.216,72.512,0.0,0.0,0.0,0.0,0.42,0.15,-0.08,0,0.0,0.0,0.0,0.0,0
52,1652992541,849834417,"""2003127""",259257.42,259257.425012,0,39.040001916,-77.39000036,0.307,186.941,84.033,49.7,0.0,0.0,0.0,0.0,0.43,0.12,-0.18,0,0.0,0.0,0.0,0.0,0
53,1652992541,870697320,"""2003127""",259257.44,259257.445014,0,39.040001935,-77.390000257,0.303,158.23,83.054,21.6,0.0,0.0,0.0,0.0,0.45,0.08,-0.29,0,0.0,0.0,0.0,0.0,0
54,1652992541,886829508,"""2003127""",259257.46,259257.465015,0,39.040001948,-77.390000148,0.296,138.799,80.004,2.672,0.0,0.0,0.0,0.0,0.48,0.05,-0.39,0,0.0,0.0,0.0,0.0,0
55,1652992541,907928479,"""2003127""",259257.48,259257.485017,0,39.040001956,-77.390000036,0.287,129.669,75.817,-5.87,0.0,0.0,0.0,0.0,0.47,0.04,-0.48,0,0.0,0.0,0.0,0.0,0
56,1652992541,928679422,"""2003127""",259257.5,259257.50502,0,39.040001965,-77.38999993,0.277,125.516,71.214,-8.961,0.0,0.0,0.0,0.0,0.43,0.05,-0.53,0,0.0,0.0,0.0,0.0,0
57,1652992541,949802004,"""2003127""",259257.52,259257.524948,0,39.040001977,-77.389999835,0.266,123.788,66.488,-9.455,0.0,0.0,0.0,0.0,0.39,0.07,-0.56,0,0.0,0.0,0.0,0.0,0
58,1652992541,970664462,"""2003127""",259257.54,259257.54495,0,39.040001992,-77.389999747,0.254,122.891,61.97,-8.868,0.0,0.0,0.0,0.0,0.36,0.08,-0.57,0,0.0,0.0,0.0,0.0,0
59,1652992541,986664580,"""2003127""",259257.56,259257.56495,0,39.040002008,-77.389999666,0.242,121.928,57.597,-8.386,0.0,0.0,0.0,0.0,0.32,0.08,-0.6,0,0.0,0.0,0.0,0.0,0
60,1652992542,7715626,"""2003127""",259257.58,259257.584952,0,39.040002021,-77.389999594,0.23,120.852,53.31,-8.345,0.0,0.0,0.0,0.0,0.29,0.07,-0.62,0,0.0,0.0,0.0,0.0,0
61,1652992542,28708008,"""2003127""",259257.6,259257.604953,0,39.040002034,-77.389999531,0.217,119.956,49.162,-8.161,0.0,0.0,0.0,0.0,0.25,0.06,-0.64,0,0.0,0.0,0.0,0.0,0
62,1652992542,49691204,"""2003127""",259257.62,259257.624954,0,39.040002043,-77.389999478,0.204,119.454,45.042,-7.721,0.0,0.0,0.0,0.0,0.21,0.04,-0.66,0,0.0,0.0,0.0,0.0,0
63,1652992542,70732103,"""2003127""",259257.64,259257.644955,0,39.04000205,-77.389999434,0.191,119.223,40.924,-7.163,0.0,0.0,0.0,0.0,0.16,0.03,-0.65,0,0.0,0.0,0.0,0.0,0
64,1652992542,86702092,"""2003127""",259257.66,259257.664956,0,39.040002056,-77.389999399,0.178,119.095,37.132,-6.522,0.0,0.0,0.0,0.0,0.13,0.02,-0.63,0,0.0,0.0,0.0,0.0,0
65,1652992542,107638715,"""2003127""",259257.68,259257.684958,0,39.040002059,-77.38999937,0.166,119.209,33.952,-5.635,0.0,0.0,0.0,0.0,0.11,0.0,-0.59,0,0.0,0.0,0.0,0.0,0
66,1652992542,128719168,"""2003127""",259257.7,259257.704959,0,39.040002057,-77.389999344,0.154,119.693,31.233,-4.387,0.0,0.0,0.0,0.0,0.09,-0.02,-0.56,0,0.0,0.0,0.0,0.0,0
67,1652992542,149629181,"""2003127""",259257.72,259257.72496,0,39.040002049,-77.389999324,0.143,120.615,28.648,-2.878,0.0,0.0,0.0,0.0,0.07,-0.07,-0.55,0,0.0,0.0,0.0,0.0,0
68,1652992542,170738930,"""2003127""",259257.74,259257.744961,0,39.04000203,-77.389999309,0.132,121.921,26.16,-1.601,0.0,0.0,0.0,0.0,0.05,-0.13,-0.55,0,0.0,0.0,0.0,0.0,0
69,1652992542,186675234,"""2003127""",259257.76,259257.764962,0,39.040002001,-77.389999297,0.121,123.111,23.994,-1.073,0.0,0.0,0.0,0.0,0.04,-0.18,-0.55,0,0.0,0.0,0.0,0.0,0
70,1652992542,207625895,"""2003127""",259257.78,259257.784964,0,39.040001963,-77.38999929,0.11,124.246,22.127,-1.198,0.0,0.0,0.0,0.0,0.01,-0.24,-0.55,0,0.0,0.0,0.0,0.0,0
71,1652992542,228598647,"""2003127""",259257.8,259257.804964,0,39.040001916,-77.389999287,0.099,125.773,20.42,-1.374,0.0,0.0,0.0,0.0,0.0,-0.26,-0.54,0,0.0,0.0,0.0,0.0,0
72,1652992542,249580880,"""2003127""",259257.82,259257.824966,0,39.040001869,-77.389999285,0.088,127.485,18.763,-1.001,0.0,0.0,0.0,0.0,0.0,-0.25,-0.52,0,0.0,0.0,0.0,0.0,0
73,1652992542,270582428,"""2003127""",259257.84,259257.844968,0,39.040001823,-77.389999284,0.078,129.235,17.055,-0.181,0.0,0.0,0.0,0.0,0.0,-0.26,-0.5,0,0.0,0.0,0.0,0.0,0
74,1652992542,286601119,"""2003127""",259257.86,259257.864968,0,39.040001774,-77.389999284,0.068,131.259,15.358,0.776,0.0,0.0,0.0,0.0,0.0,-0.28,-0.49,0,0.0,0.0,0.0,0.0,0
75,1652992542,308892116,"""2003127""",259257.88,259257.884969,0,39.04000172,-77.389999289,0.058,133.489,13.738,1.544,0.0,0.0,0.0,0.0,-0.03,-0.3,-0.49,0,0.0,0.0,0.0,0.0,0
76,1652992542,329565098,"""2003127""",259257.9,259257.904971,0,39.040001663,-77.389999299,0.048,135.418,12.188,1.696,0.0,0.0,0.0,0.0,-0.05,-0.31,-0.49,0,0.0,0.0,0.0,0.0,0
77,1652992542,350683680,"""2003127""",259257.92,259257.924972,0,39.040001604,-77.389999315,0.038,137.065,10.831,1.264,0.0,0.0,0.0,0.0,-0.08,-0.33,-0.47,0,0.0,0.0,0.0,0.0,0
78,1652992542,366624151,"""2003127""",259257.94,259257.944973,0,39.040001543,-77.389999335,0.029,138.965,9.763,0.674,0.0,0.0,0.0,0.0,-0.08,-0.33,-0.44,0,0.0,0.0,0.0,0.0,0
79,1652992542,388752041,"""2003127""",259257.96,259257.964974,0,39.040001487,-77.389999353,0.02,140.66,8.749,0.561,0.0,0.0,0.0,0.0,-0.07,-0.28,-0.41,0,0.0,0.0,0.0,0.0,0
80,1652992542,409563705,"""2003127""",259257.98,259257.984975,0,39.040001437,-77.389999369,0.012,141.948,7.599,0.792,0.0,0.0,0.0,0.0,-0.07,-0.26,-0.37,0,0.0,0.0,0.0,0.0,0
81,1652992542,430655861,"""2003127""",259258.0,259258.004976,0,39.04000139,-77.389999385,0.005,143.246,6.579,1.173,0.0,0.0,0.0,0.0,-0.05,-0.24,-0.3,0,0.0,0.0,0.0,0.0,0
82,1652992542,446817864,"""2003127""",259258.02,259258.024978,0,39.040001353,-77.389999388,0.001,144.643,5.494,3.333,0.0,0.0,0.0,0.0,0.01,-0.17,-0.14,0,0.0,0.0,0.0,0.0,0
83,1652992542,468616077,"""2003127""",259258.04,259258.044979,0,39.040001323,-77.389999383,-0.001,146.202,4.044,6.259,0.0,0.0,0.0,0.0,0.01,-0.18,-0.09,0,0.0,0.0,0.0,0.0,0
84,1652992542,489714067,"""2003127""",259258.06,259258.06498,0,39.040001289,-77.389999381,-0.002,147.7,3.457,7.864,0.0,0.0,0.0,0.0,0.0,-0.18,-0.05,0,0.0,0.0,0.0,0.0,0
85,1652992542,510501009,"""2003127""",259258.08,259258.084983,0,39.040001259,-77.389999382,-0.003,148.82,3.179,8.874,0.0,0.0,0.0,0.0,0.0,-0.15,-0.02,0,0.0,0.0,0.0,0.0,0
86,1652992542,526767786,"""2003127""",259258.1,259258.104982,0,39.040001233,-77.389999386,-0.003,149.664,2.896,9.424,0.0,0.0,0.0,0.0,-0.02,-0.13,-0.01,0,0.0,0.0,0.0,0.0,0
87,1652992542,548695922,"""2003127""",259258.12,259258.124984,0,39.040001211,-77.389999393,-0.003,150.404,2.729,9.573,0.0,0.0,0.0,0.0,-0.03,-0.11,0.0,0,0.0,0.0,0.0,0.0,0
88,1652992542,569646656,"""2003127""",259258.14,259258.144985,0,39.040001193,-77.389999401,-0.003,151.082,2.677,9.721,0.0,0.0,0.0,0.0,-0.03,-0.08,0.0,0,0.0,0.0,0.0,0.0,0
89,1652992542,590582113,"""2003127""",259258.16,259258.164988,0,39.040001182,-77.389999409,-0.004,151.606,2.438,10.057,0.0,0.0,0.0,0.0,-0.03,-0.03,-0.03,0,0.0,0.0,0.0,0.0,0
90,1652992542,606508066,"""2003127""",259258.18,259258.184987,0,39.04000118,-77.389999418,-0.005,151.902,1.706,10.498,0.0,0.0,0.0,0.0,-0.03,0.0,-0.04,0,0.0,0.0,0.0,0.0,0
91,1652992542,628536273,"""2003127""",259258.2,259258.204988,0,39.04000118,-77.389999424,-0.005,151.899,1.291,10.675,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0,0.0,0.0,0.0,0.0,0
92,1652992542,649509192,"""2003127""",259258.22,259258.22499,0,39.040001181,-77.389999428,-0.005,151.826,1.41,10.601,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0,0.0,0.0,0.0,0.0,0
93,1652992542,670531850,"""2003127""",259258.24,259258.244991,0,39.040001183,-77.389999434,-0.006,151.807,1.382,10.541,0.0,0.0,0.0,0.0,-0.02,0.0,0.0,0,0.0,0.0,0.0,0.0,0
94,1652992542,686513691,"""2003127""",259258.26,259258.264992,0,39.040001184,-77.389999441,-0.006,151.868,1.326,10.571,0.0,0.0,0.0,0.0,-0.03,0.0,0.0,0,0.0,0.0,0.0,0.0,0
95,1652992542,708499436,"""2003127""",259258.28,259258.284993,0,39.040001184,-77.389999449,-0.006,152.056,1.272,10.622,0.0,0.0,0.0,0.0,-0.03,0.0,0.0,0,0.0,0.0,0.0,0.0,0
96,1652992542,729504984,"""2003127""",259258.3,259258.304994,0,39.040001184,-77.389999458,-0.006,152.209,1.234,10.682,0.0,0.0,0.0,0.0,-0.03,0.0,0.0,0,0.0,0.0,0.0,0.0,0
97,1652992542,750422737,"""2003127""",259258.32,259258.324996,0,39.040001184,-77.389999467,-0.006,152.327,1.246,10.793,0.0,0.0,0.0,0.0,-0.04,0.0,0.0,0,0.0,0.0,0.0,0.0,0
98,1652992542,766540093,"""2003127""",259258.34,259258.344997,0,39.040001184,-77.389999478,-0.006,152.52,1.279,10.907,0.0,0.0,0.0,0.0,-0.05,0.0,0.0,0,0.0,0.0,0.0,0.0,0
99,1652992542,788486561,"""2003127""",259258.36,259258.364998,0,39.040001184,-77.389999492,-0.006,152.814,1.282,11.063,0.0,0.0,0.0,0.0,-0.07,0.0,0.0,0,0.0,0.0,0.0,0.0,0
100,1652992542,809451536,"""2003127""",259258.38,259258.384999,0,39.040001181,-77.389999511,-0.006,153.229,1.383,11.286,0.0,0.0,0.0,0.0,-0.08,-0.01,0.01,0,0.0,0.0,0.0,0.0,0
101,1652992542,830511249,"""2003127""",259258.4,259258.405002,0,39.040001177,-77.389999533,-0.005,153.814,1.558,11.593,0.0,0.0,0.0,0.0,-0.1,-0.02,0.02,0,0.0,0.0,0.0,0.0,0
102,1652992542,846439702,"""2003127""",259258.42,259258.425001,0,39.040001171,-77.389999561,-0.004,154.45,1.879,11.711,0.0,0.0,0.0,0.0,-0.12,-0.03,0.05,0,0.0,0.0,0.0,0.0,0
103,1652992542,868616738,"""2003127""",259258.44,259258.445003,0,39.040001164,-77.389999592,-0.003,155.026,2.328,11.706,0.0,0.0,0.0,0.0,-0.13,-0.04,0.09,0,0.0,0.0,0.0,0.0,0
104,1652992542,889586824,"""2003127""",259258.46,259258.465006,0,39.040001156,-77.389999625,0.0,155.659,2.974,11.801,0.0,0.0,0.0,0.0,-0.14,-0.04,0.14,0,0.0,0.0,0.0,0.0,0
105,1652992542,910500633,"""2003127""",259258.48,259258.485007,0,39.040001147,-77.389999658,0.002,156.387,3.888,12.077,0.0,0.0,0.0,0.0,-0.14,-0.04,0.19,0,0.0,0.0,0.0,0.0,0
106,1652992542,926479381,"""2003127""",259258.5,259258.505006,0,39.040001138,-77.389999694,0.006,157.19,4.793,12.375,0.0,0.0,0.0,0.0,-0.17,-0.04,0.21,0,0.0,0.0,0.0,0.0,0
107,1652992542,948959818,"""2003127""",259258.52,259258.524937,0,39.040001128,-77.389999738,0.011,158.235,5.668,12.644,0.0,0.0,0.0,0.0,-0.19,-0.06,0.27,0,0.0,0.0,0.0,0.0,0
108,1652992542,969409324,"""2003127""",259258.54,259258.544939,0,39.040001115,-77.389999785,0.017,159.377,7.022,12.898,0.0,0.0,0.0,0.0,-0.21,-0.07,0.35,0,0.0,0.0,0.0,0.0,0
109,1652992542,990397464,"""2003127""",259258.56,259258.564941,0,39.040001101,-77.389999835,0.025,160.346,9.207,12.955,0.0,0.0,0.0,0.0,-0.21,-0.07,0.43,0,0.0,0.0,0.0,0.0,0
110,1652992543,6490524,"""2003127""",259258.58,259258.584941,0,39.04000109,-77.389999886,0.034,161.173,12.209,12.9,0.0,0.0,0.0,0.0,-0.22,-0.04,0.48,0,0.0,0.0,0.0,0.0,0
111,1652992543,28486899,"""2003127""",259258.6,259258.604942,0,39.040001086,-77.389999939,0.045,161.921,15.648,12.856,0.0,0.0,0.0,0.0,-0.23,0.0,0.54,0,0.0,0.0,0.0,0.0,0
112,1652992543,49489077,"""2003127""",259258.62,259258.624943,0,39.040001089,-77.389999996,0.056,162.659,19.666,12.968,0.0,0.0,0.0,0.0,-0.25,0.03,0.62,0,0.0,0.0,0.0,0.0,0
113,1652992543,70367942,"""2003127""",259258.64,259258.644946,0,39.040001099,-77.390000058,0.069,163.163,24.73,13.049,0.0,0.0,0.0,0.0,-0.28,0.08,0.68,0,0.0,0.0,0.0,0.0,0
